reward,claim_status,person_gender,entity_type,channel,support_interactions,agent_id,customer_score,entity_a,person_age,location,revenue,product_id,trip_length
0.0,0,9b2d5b46,type_a,web,0,agt_0004,0.2845088364316992,50b3e71e,51,united states,105.45958674911269,SecurePlan Flex,21
18.42862684598818,0,9b2d5b46,type_a,web,0,agt_0001,0.2075379097106929,96d6c6df,32,spain,30.433459248268566,DriveSafe Rental Addon,6
0.0,0,9b2d5b46,type_a,web,1,agt_0004,0.30046066705927577,50b3e71e,38,new zealand,78.72847442998243,TripGuard Cancel,84
0.0,0,9b2d5b46,type_a,web,0,agt_0004,0.13240414234167297,50b3e71e,30,thailand,17.146843119529805,TripGuard Cancel,39
0.0,0,9b2d5b46,type_a,web,2,agt_0004,0.070442659154483,50b3e71e,37,viet nam,10.476416211352609,TripGuard Cancel,48
41.6130291719131,0,9b2d5b46,type_a,web,1,agt_0001,0.288280073675414,96d6c6df,30,australia,68.69879533017397,DriveSafe Rental Addon,59
46.68768038667862,0,9b2d5b46,type_a,web,1,agt_0001,0.14058681597157974,96d6c6df,23,croatia,79.42631861575349,DriveSafe Rental Addon,37
0.0,0,9b2d5b46,type_a,web,1,agt_0004,0.18908875780786044,50b3e71e,38,malaysia,20.088002137350983,SecurePlan OneWay,18
10.18685959002548,0,f67ab10a,type_b,web,1,agt_0002,0.09747197911493129,7b5dbb09,35,indonesia,28.631036139794176,TravelShield Basic,10
9.33545402646952,0,f67ab10a,type_b,web,2,agt_0005,0.0834574682631945,99ede4e4,28,singapore,37.60952556698919,TravelShield Core,138
0.0,0,9b2d5b46,type_a,web,2,agt_0004,0.267234739888124,50b3e71e,35,brazil,130.7001930452462,TripGuard Cancel,118
0.0,0,9b2d5b46,type_a,web,1,agt_0004,0.15131485060434002,50b3e71e,35,indonesia,20.254063946400574,SecurePlan Flex,13
16.604024836668984,0,f67ab10a,type_b,web,0,agt_0005,0.11645672732010981,99ede4e4,27,singapore,61.15416179601715,TravelShield Plus,48
23.90947515945068,0,9b2d5b46,type_a,web,0,agt_0001,0.18433082616170499,96d6c6df,43,malaysia,41.023181501899955,DriveSafe Rental Addon,27
0.0,0,9b2d5b46,type_a,web,1,agt_0004,0.07087062593814493,50b3e71e,29,thailand,11.78508643322658,TripGuard Cancel,30
